100,1,16:22:30,16:22:31,1.1110243021644486
100,2,16:22:31,16:22:33,0.9682458365518543
100,3,16:22:33,16:22:35,1.224744871391589
100,4,16:22:35,16:22:38,1.224744871391589
100,5,16:22:38,16:22:40,1.6996731711975948
100,6,16:22:40,16:22:42,1.5612494995995996
100,7,16:22:42,16:22:43,1.299038105676658
100,8,16:22:43,16:22:46,1.1110243021644486
100,9,16:22:46,16:22:47,1.3169567191065923
100,10,16:22:47,16:22:49,1.3228756555322954
100,11,16:22:49,16:22:51,1.5761900266148114
100,12,16:22:51,16:22:53,1.6850834320114558
100,13,16:22:53,16:22:55,1.3169567191065923
100,14,16:22:55,16:22:57,1.2183492931011204
100,15,16:22:57,16:22:59,1.5761900266148114
100,16,16:22:59,16:23:01,1.5612494995995996
100,17,16:23:01,16:23:03,2.368411915187052
100,18,16:23:03,16:23:05,1.1110243021644486
100,19,16:23:05,16:23:07,1.7633419974582356
100,20,16:23:07,16:23:09,1.299038105676658
200,1,16:23:09,16:23:12,1.1110243021644486
200,2,16:23:12,16:23:16,1.0
200,3,16:23:16,16:23:20,1.5761900266148114
200,4,16:23:20,16:23:25,1.247219128924647
200,5,16:23:25,16:23:29,1.2183492931011204
200,6,16:23:29,16:23:32,1.5475986974649023
200,7,16:23:32,16:23:36,0.9682458365518543
200,8,16:23:36,16:23:39,1.1110243021644486
200,9,16:23:39,16:23:43,2.1213203435596424
200,10,16:23:43,16:23:46,1.6583123951777
200,11,16:23:46,16:23:50,0.8660254037844386
200,12,16:23:50,16:23:53,1.224744871391589
200,13,16:23:53,16:23:57,1.0532687216470449
200,14,16:23:57,16:24:00,1.4086784586980805
200,15,16:24:00,16:24:04,1.2183492931011204
200,16,16:24:04,16:24:08,1.594744454934147
200,17,16:24:08,16:24:11,1.6583123951777
200,18,16:24:11,16:24:15,3.4641016151377544
200,19,16:24:15,16:24:18,1.6850834320114558
200,20,16:24:18,16:24:22,1.1110243021644486
300,1,16:24:22,16:24:27,0.9921567416492215
300,2,16:24:27,16:24:32,1.165922381636102
300,3,16:24:32,16:24:37,1.1110243021644486
300,4,16:24:37,16:24:42,1.0
300,5,16:24:42,16:24:47,1.2183492931011204
300,6,16:24:47,16:24:53,1.0897247358851685
300,7,16:24:53,16:24:58,1.5761900266148114
300,8,16:24:58,16:25:03,1.6178021976178931
300,9,16:25:03,16:25:08,1.4086784586980805
300,10,16:25:08,16:25:13,1.6583123951777
300,11,16:25:13,16:25:19,1.1110243021644486
300,12,16:25:19,16:25:24,1.6583123951777
300,13,16:25:24,16:25:29,1.4086784586980805
300,14,16:25:29,16:25:34,1.5761900266148114
300,15,16:25:34,16:25:39,1.1989578808281798
300,16,16:25:39,16:25:44,1.6850834320114558
300,17,16:25:44,16:25:50,1.8540496217739157
300,18,16:25:50,16:25:55,1.3169567191065923
300,19,16:25:55,16:26:00,1.5612494995995996
300,20,16:26:00,16:26:05,1.1110243021644486
400,1,16:26:05,16:26:12,1.8328597873268975
400,2,16:26:12,16:26:19,1.7853571071357126
400,3,16:26:19,16:26:26,1.594744454934147
400,4,16:26:26,16:26:33,1.6153559979150107
400,5,16:26:33,16:26:40,1.0897247358851685
400,6,16:26:40,16:26:47,1.3635890143294642
400,7,16:26:47,16:26:54,1.4142135623730951
400,8,16:26:54,16:27:01,1.5761900266148114
400,9,16:27:01,16:27:07,1.3169567191065923
400,10,16:27:07,16:27:14,1.1110243021644486
400,11,16:27:14,16:27:21,1.1110243021644486
400,12,16:27:21,16:27:29,1.1110243021644486
400,13,16:27:29,16:27:35,0.9270248108869579
400,14,16:27:35,16:27:42,1.920286436967152
400,15,16:27:42,16:27:49,1.5
400,16,16:27:49,16:27:56,2.5708704751503917
400,17,16:27:56,16:28:03,0.9921567416492215
400,18,16:28:03,16:28:11,1.0532687216470449
400,19,16:28:11,16:28:18,1.224744871391589
400,20,16:28:18,16:28:25,1.6909686573085854
500,1,16:28:25,16:28:34,1.6629588385661962
500,2,16:28:34,16:28:42,0.9682458365518543
500,3,16:28:42,16:28:51,1.4086784586980805
500,4,16:28:51,16:29:00,1.0
500,5,16:29:00,16:29:08,1.9436506316151
500,6,16:29:08,16:29:17,1.165922381636102
500,7,16:29:17,16:29:26,0.9270248108869579
500,8,16:29:26,16:29:34,1.3169567191065923
500,9,16:29:34,16:29:43,1.224744871391589
500,10,16:29:43,16:29:52,1.1110243021644486
500,11,16:29:52,16:30:00,1.4086784586980805
500,12,16:30:00,16:30:09,1.5713484026367723
500,13,16:30:09,16:30:19,1.1110243021644486
500,14,16:30:19,16:30:27,1.2183492931011204
500,15,16:30:27,16:30:36,1.5761900266148114
500,16,16:30:36,16:30:45,1.6850834320114558
500,17,16:30:45,16:30:53,1.414213562373095
500,18,16:30:53,16:31:02,2.2043990110685496
500,19,16:31:02,16:31:11,1.4523687548277813
500,20,16:31:11,16:31:19,1.5761900266148114
