100,1,14:45:11,14:45:12,1.3333333333333333
100,2,14:45:12,14:45:13,0.9682458365518543
100,3,14:45:13,14:45:14,1.662958838566196
100,4,14:45:14,14:45:15,0.82915619758885
100,5,14:45:15,14:45:16,2.0463381929681126
100,6,14:45:16,14:45:17,1.0
100,7,14:45:17,14:45:18,1.713913650100261
100,8,14:45:18,14:45:19,1.4523687548277813
100,9,14:45:19,14:45:20,0.82915619758885
100,10,14:45:20,14:45:21,0.9270248108869579
100,11,14:45:21,14:45:22,0.9270248108869579
100,12,14:45:22,14:45:23,0.9270248108869579
100,13,14:45:23,14:45:24,1.0301575072754257
100,14,14:45:24,14:45:25,0.9428090415820634
100,15,14:45:25,14:45:26,1.0532687216470449
100,16,14:45:26,14:45:27,1.6393596310755
100,17,14:45:27,14:45:28,1.2686114456365274
100,18,14:45:28,14:45:29,1.5761900266148114
100,19,14:45:29,14:45:30,1.4142135623730951
100,20,14:45:30,14:45:31,1.8666480653835098
200,1,14:45:31,14:45:33,0.8569568250501305
200,2,14:45:33,14:45:35,1.2686114456365274
200,3,14:45:35,14:45:37,0.7806247497997998
200,4,14:45:37,14:45:39,0.9921567416492215
200,5,14:45:39,14:45:40,0.9270248108869579
200,6,14:45:40,14:45:42,0.8569568250501305
200,7,14:45:42,14:45:44,1.0
200,8,14:45:44,14:45:46,0.9270248108869579
200,9,14:45:46,14:45:48,1.479019945774904
200,10,14:45:48,14:45:50,1.0897247358851685
200,11,14:45:50,14:45:52,1.0532687216470449
200,12,14:45:52,14:45:54,1.118033988749895
200,13,14:45:54,14:45:56,1.3919410907075054
200,14,14:45:56,14:45:58,1.0301575072754254
200,15,14:45:58,14:46:00,1.0897247358851685
200,16,14:46:00,14:46:02,0.9270248108869579
200,17,14:46:02,14:46:03,0.9270248108869579
200,18,14:46:03,14:46:05,1.1989578808281798
200,19,14:46:05,14:46:07,0.6959705453537527
200,20,14:46:07,14:46:09,1.4523687548277813
300,1,14:46:09,14:46:12,0.8660254037844386
300,2,14:46:12,14:46:15,0.9682458365518543
300,3,14:46:15,14:46:18,2.1065374432940898
300,4,14:46:18,14:46:21,0.6959705453537527
300,5,14:46:21,14:46:24,1.299038105676658
300,6,14:46:24,14:46:27,1.0897247358851685
300,7,14:46:27,14:46:30,0.7856742013183861
300,8,14:46:30,14:46:33,0.9428090415820634
300,9,14:46:33,14:46:36,0.9921567416492215
300,10,14:46:36,14:46:38,1.0
300,11,14:46:38,14:46:41,1.165922381636102
300,12,14:46:41,14:46:44,0.9270248108869579
300,13,14:46:44,14:46:47,0.8569568250501305
300,14,14:46:47,14:46:50,1.0897247358851685
300,15,14:46:50,14:46:53,1.224744871391589
300,16,14:46:53,14:46:56,1.2686114456365274
300,17,14:46:56,14:46:59,1.0532687216470449
300,18,14:46:59,14:47:02,1.0897247358851685
300,19,14:47:02,14:47:04,1.6153559979150107
300,20,14:47:04,14:47:07,1.3169567191065923
400,1,14:47:07,14:47:11,1.5811388300841898
400,2,14:47:11,14:47:15,1.2686114456365274
400,3,14:47:15,14:47:19,0.82915619758885
400,4,14:47:19,14:47:23,1.0532687216470449
400,5,14:47:23,14:47:26,1.165922381636102
400,6,14:47:26,14:47:30,0.9682458365518543
400,7,14:47:30,14:47:34,0.9921567416492215
400,8,14:47:34,14:47:38,1.3169567191065923
400,9,14:47:38,14:47:42,1.0532687216470449
400,10,14:47:42,14:47:46,0.9270248108869579
400,11,14:47:46,14:47:50,0.82915619758885
400,12,14:47:50,14:47:54,0.82915619758885
